make_model,make,location,price,body_type,type,doors,mileage,gearbox,fuel_type,seller,power,gears,emission_class,age,entertainment_media_count,engine_size_cat,comfort_convenience_cat
Hyundai Trajet,Hyundai,DE,2490,Station wagon,Used,5.0,224000.0,Manual,Benzin,Dealer,103.0,5.0,Other,15.0,Standart,Medium,standard
Hyundai i30,Hyundai,DE,27000,Station wagon,Used,5.0,28000.0,Manual,Benzin,Private seller,202.0,6.0,Euro 6,2.0,Standart,Medium,standard
Hyundai i40,Hyundai,FR,13000,Station wagon,Used,5.0,153326.0,Automatic,Diesel,Private seller,104.0,7.0,Euro 6,4.0,Standart,Medium,luxury
Hyundai i40,Hyundai,FR,7800,Station wagon,Used,5.0,199100.0,Manual,Diesel,Dealer,100.0,6.0,Other,9.0,Standart,Medium,standard
Hyundai i30,Hyundai,AT,31372,Station wagon,Pre-registered,5.0,320.0,Automatic,Benzin,Dealer,118.0,6.0,Euro 6,0.0,Standart,Low,standard
Hyundai i40,Hyundai,BE,8900,Station wagon,Used,5.0,165000.0,Manual,Diesel,Dealer,100.0,6.0,Other,8.0,Standart,Medium,luxury
Hyundai i40,Hyundai,BE,9250,Station wagon,Used,5.0,166000.0,Manual,Diesel,Dealer,85.0,6.0,Other,7.0,Standart,Medium,luxury
Hyundai i40,Hyundai,DE,10000,Station wagon,Used,5.0,100000.0,Manual,Diesel,Private seller,104.0,6.0,Euro 6,6.0,Standart,Medium,standard
Hyundai i30,Hyundai,DE,11300,Station wagon,Used,5.0,108400.0,Manual,Benzin,Private seller,103.0,7.0,Euro 6,5.0,Standart,Low,standard
Hyundai i30,Hyundai,DE,10999,Station wagon,Used,5.0,227400.0,Manual,Diesel,Dealer,100.0,7.0,Euro 6,5.0,Standart,Low,standard
Hyundai i40,Hyundai,DE,10390,Station wagon,Used,5.0,159306.0,Automatic,Diesel,Dealer,100.0,6.0,Other,7.0,Standart,Medium,standard
Hyundai i40,Hyundai,IT,8900,Station wagon,Used,5.0,140000.0,Automatic,Diesel,Dealer,100.0,6.0,Other,10.0,Standart,Low,standard
Hyundai i30,Hyundai,DE,7299,Station wagon,Used,5.0,180523.0,Manual,Diesel,Dealer,81.0,6.0,Other,8.0,Standart,Low,standard
Hyundai i40,Hyundai,BE,12650,Station wagon,Used,5.0,173274.0,Automatic,Diesel,Dealer,104.0,7.0,Euro 6,6.0,Standart,Medium,luxury
Hyundai i40,Hyundai,DE,7490,Station wagon,Used,5.0,179000.0,Manual,Diesel,Dealer,85.0,6.0,Other,8.0,Standart,Medium,standard
Hyundai i30,Hyundai,DE,7990,Station wagon,Used,5.0,182000.0,Manual,Diesel,Dealer,81.0,6.0,Other,8.0,Standart,Low,standard
Hyundai i30,Hyundai,DE,7790,Station wagon,Used,5.0,198000.0,Manual,Diesel,Dealer,81.0,6.0,Euro 6,7.0,Standart,Low,standard
Hyundai i30,Hyundai,BE,6850,Station wagon,Used,5.0,114000.0,Manual,Benzin,Dealer,73.0,6.0,Other,9.0,Standart,Low,standard
Hyundai i40,Hyundai,BE,9990,Station wagon,Used,5.0,103975.0,Manual,Diesel,Dealer,100.0,6.0,Other,9.0,Standart,Medium,luxury
Hyundai i40,Hyundai,BE,10990,Station wagon,Used,5.0,116646.0,Manual,Diesel,Dealer,85.0,6.0,Other,10.0,Standart,Medium,luxury
Hyundai i30,Hyundai,DE,8650,Station wagon,Used,5.0,246000.0,Manual,Diesel,Dealer,81.0,6.0,Euro 6,5.0,Standart,Low,standard
Hyundai i30,Hyundai,NL,7999,Station wagon,Used,5.0,67127.0,Manual,Benzin,Dealer,73.0,6.0,Other,11.0,Standart,Low,standard
Hyundai i40,Hyundai,DE,7499,Station wagon,Used,5.0,153814.0,Manual,Diesel,Dealer,100.0,6.0,Other,10.0,Standart,Medium,standard
Hyundai i40,Hyundai,DE,11999,Station wagon,Used,5.0,100000.0,Manual,Diesel,Dealer,100.0,6.0,Other,8.0,Standart,Medium,luxury
Hyundai i30,Hyundai,IT,4200,Station wagon,Used,5.0,227000.0,Manual,LPG/CNG,Private seller,73.0,6.0,Other,9.0,Standart,Low,standard
Hyundai i40,Hyundai,DE,6850,Station wagon,Used,5.0,199000.0,Manual,Diesel,Dealer,85.0,6.0,Other,10.0,Standart,Medium,standard
Hyundai i30,Hyundai,DE,10999,Station wagon,Used,5.0,164800.0,Automatic,Diesel,Dealer,81.0,6.0,Euro 6,5.0,Standart,Low,standard
Hyundai i30,Hyundai,DE,7290,Station wagon,Used,5.0,250000.0,Manual,Diesel,Dealer,66.0,6.0,Other,8.0,Standart,Low,standard
Hyundai i40,Hyundai,FR,8900,Station wagon,Used,5.0,193000.0,Manual,Diesel,Private seller,100.0,6.0,Other,7.0,Standart,Medium,luxury
Hyundai i40,Hyundai,DE,8400,Station wagon,Used,5.0,166500.0,Manual,Diesel,Dealer,100.0,6.0,Other,10.0,Standart,Medium,standard
Hyundai i40,Hyundai,DE,7400,Station wagon,Used,5.0,156500.0,Manual,Diesel,Private seller,85.0,6.0,Other,9.0,Standart,Medium,standard
Hyundai i30,Hyundai,NL,26490,Station wagon,Used,5.0,29670.0,Manual,Benzin,Dealer,118.0,6.0,Euro 6,2.0,Standart,Low,luxury
Hyundai TUCSON,Hyundai,IT,5200,Station wagon,Used,5.0,169000.0,Manual,Diesel,Private seller,110.0,6.0,Other,12.0,Standart,Medium,standard
Hyundai H-1,Hyundai,DE,13500,Station wagon,Used,5.0,190000.0,Manual,Diesel,Private seller,125.0,5.0,Other,11.0,Standart,Medium,standard
Hyundai i40,Hyundai,BE,6350,Station wagon,Used,5.0,232000.0,Manual,Diesel,Dealer,85.0,6.0,Other,11.0,Standart,Medium,luxury
Hyundai i40,Hyundai,DE,13750,Station wagon,Used,5.0,141000.0,Manual,Benzin,Private seller,121.0,6.0,Euro 6,4.0,Upgrated,Medium,luxury
Hyundai SANTA FE,Hyundai,IT,12000,Station wagon,Used,5.0,120000.0,Manual,Diesel,Private seller,145.0,6.0,Other,9.0,Standart,Medium,luxury
Hyundai i30,Hyundai,DE,9990,Station wagon,Used,5.0,203500.0,Automatic,Diesel,Dealer,81.0,6.0,Euro 6,5.0,Standart,Low,standard
Hyundai i30,Hyundai,DE,7290,Station wagon,Used,5.0,130000.0,Manual,Diesel,Dealer,81.0,7.0,Other,9.0,Standart,Low,standard
Hyundai i30,Hyundai,DE,4999,Station wagon,Used,5.0,216000.0,Manual,Diesel,Private seller,66.0,6.0,Other,10.0,Standart,Low,standard
Hyundai i40,Hyundai,DE,7999,Station wagon,Used,5.0,195000.0,Manual,Diesel,Dealer,85.0,6.0,Other,8.0,Standart,Medium,luxury
Hyundai i30,Hyundai,BE,9950,Station wagon,Used,5.0,254874.0,Manual,Diesel,Dealer,85.0,6.0,Euro 6,3.0,Standart,Low,standard
Hyundai i40,Hyundai,DE,8700,Station wagon,Used,5.0,134657.0,Manual,Benzin,Dealer,130.0,6.0,Other,10.0,Standart,Medium,luxury
Hyundai H 350,Hyundai,AT,15000,Station wagon,Used,5.0,99524.0,Manual,Diesel,Private seller,110.0,6.0,Euro 6,5.0,Standart,Medium,standard
Hyundai i30,Hyundai,NL,3940,Station wagon,Used,5.0,245403.0,Manual,Benzin,Dealer,93.0,5.0,Other,11.0,Standart,Low,standard
Hyundai i30,Hyundai,DE,9780,Station wagon,Used,5.0,112000.0,Manual,Diesel,Dealer,94.0,6.0,Other,10.0,Upgrated,Low,luxury
Hyundai i40,Hyundai,DE,20500,Station wagon,Used,5.0,68500.0,Manual,Diesel,Private seller,100.0,6.0,Euro 6,3.0,Standart,Low,luxury
Hyundai Terracan,Hyundai,IT,4500,Station wagon,Used,5.0,180000.0,Manual,Diesel,Private seller,120.0,5.0,Other,17.0,Standart,High,standard
Hyundai i30,Hyundai,DE,7199,Station wagon,Used,5.0,174206.0,Manual,Diesel,Dealer,81.0,6.0,Other,8.0,Standart,Low,luxury
Hyundai i40,Hyundai,DE,11499,Station wagon,Used,5.0,181000.0,Automatic,Diesel,Dealer,104.0,6.0,Euro 6,5.0,Standart,Medium,luxury
Hyundai i40,Hyundai,DE,13999,Station wagon,Used,5.0,159000.0,Manual,Diesel,Dealer,104.0,7.0,Euro 6,4.0,Upgrated,Medium,luxury
Hyundai SANTA FE,Hyundai,IT,5000,Station wagon,Used,5.0,152000.0,Manual,Diesel,Private seller,114.0,6.0,Other,15.0,Standart,Medium,standard
Hyundai BAYON,Hyundai,DE,21340,Station wagon,Demonstration,5.0,4350.0,Manual,Benzin,Dealer,74.0,6.0,Euro 6,1.0,Upgrated,Low,standard
Hyundai i30,Hyundai,DE,8990,Station wagon,Used,5.0,184100.0,Manual,Diesel,Dealer,81.0,6.0,Euro 6,7.0,Standart,Low,standard
Hyundai i40,Hyundai,DE,7699,Station wagon,Used,5.0,132857.0,Manual,Diesel,Dealer,100.0,6.0,Other,10.0,Standart,Medium,standard
Hyundai i30,Hyundai,DE,11399,Station wagon,Used,5.0,190000.0,Automatic,Diesel,Dealer,81.0,6.0,Euro 6,5.0,Upgrated,Low,standard
Hyundai i40,Hyundai,IT,11900,Station wagon,Used,5.0,210000.0,Automatic,Diesel,Private seller,100.0,7.0,Other,11.0,Upgrated,Low,luxury
Hyundai i30,Hyundai,DE,6350,Station wagon,Used,5.0,165000.0,Manual,Diesel,Private seller,66.0,6.0,Other,8.0,Standart,Low,standard
Hyundai i30,Hyundai,DE,3800,Station wagon,Used,5.0,202517.0,Manual,Diesel,Private seller,85.0,6.0,Other,12.0,Standart,Low,standard
Hyundai i30,Hyundai,DE,8290,Station wagon,Used,5.0,149985.0,Manual,Diesel,Dealer,81.0,6.0,Euro 6,7.0,Standart,Low,standard
Hyundai i40,Hyundai,AT,7444,Station wagon,Used,5.0,114700.0,Manual,Diesel,Dealer,100.0,6.0,Other,9.0,Standart,Medium,standard
Hyundai i40,Hyundai,BE,8999,Station wagon,Used,5.0,218000.0,Automatic,Diesel,Dealer,100.0,6.0,Other,10.0,Standart,Medium,luxury
Hyundai i40,Hyundai,DE,12990,Station wagon,Used,5.0,101000.0,Manual,Diesel,Dealer,85.0,6.0,Euro 6,6.0,Standart,Medium,standard
Hyundai i30,Hyundai,NL,27900,Station wagon,Pre-registered,5.0,15.0,Manual,Diesel,Dealer,88.0,6.0,Euro 6,0.0,Standart,Low,standard
Hyundai i30,Hyundai,DE,7990,Station wagon,Used,5.0,103000.0,Manual,Diesel,Private seller,81.0,6.0,Euro 6,7.0,Standart,Low,standard
Hyundai i40,Hyundai,DE,9000,Station wagon,Used,5.0,170000.0,Automatic,Diesel,Private seller,100.0,6.0,Other,7.0,Standart,Medium,standard
Hyundai i40,Hyundai,BE,10490,Station wagon,Used,5.0,150000.0,Manual,Diesel,Dealer,85.0,6.0,Other,7.0,Standart,Medium,luxury
Hyundai i40,Hyundai,DE,13850,Station wagon,Used,5.0,138985.0,Automatic,Benzin,Dealer,130.0,6.0,Other,10.0,Standart,Medium,standard
Hyundai i30,Hyundai,DE,11990,Station wagon,Used,5.0,107510.0,Automatic,Diesel,Dealer,81.0,6.0,Euro 6,5.0,Standart,Low,standard
Hyundai i30,Hyundai,DE,24500,Station wagon,Used,5.0,22000.0,Automatic,Diesel,Private seller,100.0,6.0,Euro 6,1.0,Standart,Low,standard
Hyundai i30,Hyundai,DE,8090,Station wagon,Used,5.0,180000.0,Manual,Diesel,Dealer,100.0,7.0,Euro 6,7.0,Standart,Low,luxury
Hyundai i30,Hyundai,DE,9599,Station wagon,Used,5.0,129221.0,Manual,Diesel,Dealer,100.0,7.0,Euro 6,6.0,Standart,Low,standard
Hyundai i30,Hyundai,DE,25700,Sedan,Used,5.0,47011.0,Manual,Benzin,Dealer,202.0,6.0,Euro 6,2.0,Standart,Medium,luxury
Hyundai Genesis,Hyundai,ES,20890,Sedan,Used,5.0,168043.0,Automatic,Benzin,Dealer,232.0,8.0,Euro 6,7.0,Standart,High,standard
Hyundai i30,Hyundai,DE,24950,Sedan,Used,5.0,49958.0,Manual,Benzin,Dealer,202.0,6.0,Euro 6,3.0,Upgrated,Medium,luxury
Hyundai Genesis,Hyundai,ES,23790,Sedan,Used,5.0,64961.0,Automatic,Benzin,Dealer,232.0,8.0,Other,8.0,Standart,High,standard
Hyundai Genesis,Hyundai,ES,26390,Sedan,Used,5.0,43901.0,Automatic,Benzin,Dealer,232.0,8.0,Euro 6,5.0,Standart,High,standard
Hyundai i30,Hyundai,DE,27990,Sedan,Used,5.0,29000.0,Manual,Benzin,Dealer,202.0,6.0,Euro 6,2.0,Upgrated,Medium,luxury
Hyundai i30,Hyundai,DE,36390,Sedan,Used,5.0,28000.0,Manual,Benzin,Dealer,202.0,6.0,Euro 6,2.0,Standart,Medium,standard
Hyundai i30,Hyundai,DE,29450,Sedan,Used,5.0,28779.0,Manual,Benzin,Dealer,202.0,6.0,Euro 6,3.0,Standart,Medium,standard
Hyundai i30,Hyundai,DE,26480,Sedan,Used,5.0,68767.0,Manual,Benzin,Dealer,202.0,6.0,Euro 6,4.0,Upgrated,Medium,luxury
Hyundai i30,Hyundai,DE,27950,Sedan,Used,5.0,40000.0,Manual,Benzin,Dealer,202.0,6.0,Euro 6,2.0,Upgrated,Medium,luxury
Hyundai i30,Hyundai,DE,39890,Sedan,Used,5.0,1767.0,Automatic,Benzin,Dealer,206.0,8.0,Euro 6,0.0,Upgrated,Medium,standard
Hyundai i30,Hyundai,DE,29990,Sedan,Used,5.0,30650.0,Manual,Benzin,Dealer,202.0,6.0,Euro 6,3.0,Upgrated,Medium,luxury
Hyundai Genesis,Hyundai,ES,26690,Sedan,Used,5.0,113000.0,Automatic,Benzin,Dealer,232.0,8.0,Euro 6,7.0,Standart,High,standard
Hyundai i30,Hyundai,DE,27275,Sedan,Used,5.0,25003.0,Manual,Benzin,Dealer,202.0,6.0,Euro 6,2.0,Upgrated,Medium,luxury
Hyundai i30,Hyundai,DE,17590,Sedan,Used,3.0,27687.0,Manual,Benzin,Dealer,137.0,6.0,Euro 6,5.0,Standart,Low,standard
Hyundai i30,Hyundai,DE,4499,Sedan,Used,5.0,171211.0,Manual,Diesel,Dealer,66.0,6.0,Other,10.0,Standart,Low,standard
Hyundai i30,Hyundai,DE,28397,Sedan,Used,5.0,32080.0,Manual,Benzin,Dealer,202.0,6.0,Euro 6,4.0,Upgrated,Medium,luxury
Hyundai i30,Hyundai,DE,24900,Sedan,Used,5.0,79597.0,Manual,Benzin,Dealer,202.0,6.0,Euro 6,3.0,Standart,Medium,luxury
Hyundai i30,Hyundai,DE,31900,Sedan,Demonstration,5.0,12100.0,Manual,Benzin,Dealer,202.0,6.0,Euro 6,2.0,Upgrated,Medium,luxury
Hyundai i30,Hyundai,DE,15990,Sedan,Used,3.0,81683.0,Manual,Benzin,Dealer,137.0,6.0,Euro 6,7.0,Upgrated,Low,luxury
Hyundai i30,Hyundai,DE,36791,Sedan,Demonstration,5.0,10190.0,Automatic,Benzin,Dealer,206.0,6.0,Euro 6,1.0,Upgrated,Medium,luxury
Hyundai IONIQ,Hyundai,ES,15125,Sedan,Used,5.0,132000.0,Automatic,Other,Dealer,104.0,6.0,Euro 6,3.0,Standart,Low,standard
Hyundai BAYON,Hyundai,BE,21990,Sedan,Used,5.0,6285.0,Automatic,Benzin,Dealer,74.0,7.0,Euro 6,1.0,Standart,Low,standard
Hyundai i30,Hyundai,DE,37990,Sedan,Pre-registered,5.0,1900.0,Automatic,Benzin,Dealer,206.0,8.0,Euro 6,0.0,Upgrated,Medium,luxury
Hyundai i30,Hyundai,DE,9900,Sedan,Used,5.0,95557.0,Manual,Benzin,Dealer,73.0,8.0,Other,9.0,Standart,Low,standard
Hyundai i30,Hyundai,DE,38555,Sedan,Demonstration,5.0,6812.0,Automatic,Benzin,Dealer,206.0,8.0,Euro 6,0.0,Upgrated,Medium,luxury
Hyundai IONIQ,Hyundai,ES,17200,Sedan,Used,5.0,96250.0,Automatic,Other,Dealer,104.0,6.0,Euro 6,2.0,Standart,Low,standard
Hyundai i30,Hyundai,DE,38490,Sedan,Used,5.0,17000.0,Manual,Benzin,Dealer,202.0,6.0,Euro 6,2.0,Upgrated,Medium,standard
Hyundai i30,Hyundai,DE,38769,Sedan,Pre-registered,5.0,12.0,Manual,Benzin,Dealer,206.0,6.0,Euro 6,0.0,Upgrated,Medium,luxury
Hyundai i40,Hyundai,ES,15900,Sedan,Used,5.0,60500.0,Manual,Diesel,Dealer,85.0,6.0,Euro 6,6.0,Standart,Medium,standard
Hyundai i30,Hyundai,DE,37855,Sedan,Pre-registered,5.0,10.0,Automatic,Benzin,Dealer,206.0,8.0,Euro 6,0.0,Upgrated,Medium,luxury
Hyundai ELANTRA,Hyundai,DE,21480,Sedan,Pre-registered,5.0,531.0,Manual,Benzin,Dealer,90.0,6.0,Euro 6,1.0,Upgrated,Low,standard
Hyundai i30,Hyundai,DE,23690,Sedan,Pre-registered,5.0,15.0,Manual,Benzin,Dealer,118.0,6.0,Euro 6,1.0,Upgrated,Low,luxury
Hyundai i30,Hyundai,DE,31491,Sedan,Used,5.0,32251.0,Manual,Benzin,Dealer,202.0,6.0,Euro 6,3.0,Upgrated,Medium,luxury
Hyundai VELOSTER,Hyundai,ES,20500,Sedan,Used,3.0,20423.0,Manual,Benzin,Dealer,137.0,6.0,Euro 6,6.0,Standart,Low,standard
Hyundai i30,Hyundai,DE,25995,Sedan,Used,5.0,3000.0,Automatic,Benzin,Dealer,117.0,7.0,Euro 6,0.0,Standart,Low,standard
Hyundai i30,Hyundai,DE,27491,Sedan,Demonstration,5.0,10.0,Manual,Benzin,Dealer,117.0,6.0,Euro 6,0.0,Standart,Low,standard
Hyundai i30,Hyundai,DE,25491,Sedan,Used,5.0,27183.0,Manual,Benzin,Dealer,184.0,6.0,Euro 6,3.0,Upgrated,Medium,standard
Hyundai i20,Hyundai,ES,25900,Sedan,Used,5.0,12490.0,Manual,Benzin,Dealer,150.0,6.0,Euro 6,1.0,Standart,Low,standard
Hyundai i20,Hyundai,DE,29890,Sedan,Used,5.0,4670.0,Manual,Benzin,Dealer,150.0,6.0,Euro 6,1.0,Upgrated,Low,luxury
Hyundai BAYON,Hyundai,DE,18950,Sedan,Demonstration,5.0,20210.0,Manual,Benzin,Dealer,74.0,6.0,Euro 6,1.0,Standart,Low,standard
Hyundai TUCSON,Hyundai,DE,28650,Sedan,Used,5.0,8061.0,Manual,Benzin,Dealer,110.0,6.0,Euro 6,1.0,Standart,Low,standard
Hyundai TUCSON,Hyundai,DE,35450,Sedan,Demonstration,5.0,10.0,Manual,Benzin,Dealer,132.0,6.0,Euro 6,1.0,Upgrated,Low,luxury
Hyundai i10,Hyundai,DE,10450,Sedan,Used,5.0,42500.0,Automatic,Benzin,Dealer,64.0,4.0,Other,7.0,Standart,Low,standard
Hyundai IONIQ,Hyundai,DE,26850,Sedan,Demonstration,5.0,4500.0,Automatic,Benzin,Dealer,104.0,6.0,Euro 6,0.0,Upgrated,Low,standard
Hyundai i30,Hyundai,DE,21991,Sedan,Used,5.0,2703.0,Manual,Benzin,Dealer,118.0,6.0,Euro 6,0.0,Upgrated,Low,standard
Hyundai IONIQ,Hyundai,ES,17795,Sedan,Used,5.0,59000.0,Automatic,Other,Dealer,104.0,6.0,Euro 6,3.0,Standart,Low,standard
Hyundai BAYON,Hyundai,DE,21450,Sedan,Demonstration,5.0,6000.0,Manual,Benzin,Dealer,74.0,6.0,Euro 6,1.0,Standart,Low,standard
Hyundai IONIQ,Hyundai,DE,17400,Sedan,Used,5.0,94987.0,Automatic,Benzin,Dealer,104.0,6.0,Euro 6,6.0,Upgrated,Low,luxury
Hyundai i30,Hyundai,DE,23991,Sedan,Used,5.0,20563.0,Manual,Benzin,Dealer,118.0,6.0,Euro 6,1.0,Upgrated,Low,luxury
Hyundai i30,Hyundai,DE,25980,Sedan,Demonstration,5.0,800.0,Manual,Benzin,Dealer,118.0,6.0,Euro 6,0.0,Upgrated,Low,standard
Hyundai i30,Hyundai,DE,9980,Sedan,Used,5.0,99700.0,Manual,Benzin,Dealer,80.0,5.0,Other,10.0,Standart,Low,standard
Hyundai IONIQ,Hyundai,DE,26850,Sedan,Demonstration,5.0,2500.0,Automatic,Benzin,Dealer,104.0,6.0,Euro 6,0.0,Upgrated,Low,standard
Hyundai i30,Hyundai,DE,23490,Sedan,Pre-registered,5.0,7.0,Manual,Diesel,Dealer,117.0,6.0,Euro 6,0.0,Standart,Low,standard
Hyundai i20,Hyundai,DE,29990,Sedan,Used,5.0,3400.0,Manual,Benzin,Dealer,150.0,6.0,Euro 6,1.0,Upgrated,Low,luxury
Hyundai VELOSTER,Hyundai,ES,9999,Sedan,Used,3.0,109000.0,Manual,Benzin,Dealer,103.0,6.0,Other,10.0,Standart,Low,standard
Hyundai IONIQ,Hyundai,DE,30188,Sedan,Demonstration,5.0,6999.0,Automatic,Benzin,Dealer,104.0,6.0,Euro 6,2.0,Upgrated,Low,luxury
Hyundai i30,Hyundai,DE,16560,Sedan,Used,5.0,79321.0,Automatic,Benzin,Dealer,103.0,7.0,Euro 6,5.0,Standart,Low,standard
Hyundai i30,Hyundai,DE,23991,Sedan,Used,5.0,8942.0,Manual,Benzin,Dealer,118.0,6.0,Euro 6,0.0,Upgrated,Low,standard
Hyundai i30,Hyundai,ES,19425,Sedan,Pre-registered,5.0,100.0,Manual,Benzin,Dealer,88.0,6.0,Euro 6,0.0,Standart,Low,standard
Hyundai i20,Hyundai,DE,10480,Sedan,Used,5.0,103604.0,Manual,Diesel,Dealer,66.0,6.0,Euro 6,6.0,Standart,Low,standard
Hyundai i30,Hyundai,DE,23791,Sedan,Used,5.0,11256.0,Manual,Benzin,Dealer,118.0,6.0,Euro 6,0.0,Upgrated,Low,luxury
Hyundai IONIQ,Hyundai,DE,28990,Sedan,Demonstration,5.0,6999.0,Automatic,Benzin,Dealer,104.0,6.0,Euro 6,2.0,Upgrated,Low,luxury
Hyundai BAYON,Hyundai,DE,19990,Sedan,Demonstration,5.0,7500.0,Manual,Benzin,Dealer,74.0,6.0,Euro 6,1.0,Upgrated,Low,standard
Hyundai IONIQ,Hyundai,ES,17290,Sedan,Used,5.0,93597.0,Automatic,Other,Dealer,104.0,6.0,Euro 6,3.0,Standart,Low,standard
Hyundai BAYON,Hyundai,DE,21900,Sedan,Employee's car,5.0,1533.0,Manual,Benzin,Dealer,74.0,6.0,Euro 6,0.0,Upgrated,Low,standard
Hyundai TUCSON,Hyundai,DE,36450,Sedan,Demonstration,5.0,10.0,Manual,Benzin,Dealer,110.0,6.0,Euro 6,0.0,Upgrated,Low,luxury
Hyundai i30,Hyundai,DE,39890,Sedan,Pre-registered,5.0,16.0,Automatic,Benzin,Dealer,206.0,6.0,Euro 6,0.0,Upgrated,Medium,luxury
Hyundai BAYON,Hyundai,DE,19890,Sedan,Demonstration,5.0,150.0,Manual,Benzin,Dealer,74.0,6.0,Euro 6,0.0,Standart,Low,standard
Hyundai i30,Hyundai,DE,23991,Sedan,Used,5.0,21772.0,Manual,Benzin,Dealer,118.0,6.0,Euro 6,0.0,Upgrated,Low,luxury
Hyundai IONIQ,Hyundai,DE,20990,Sedan,Used,5.0,47000.0,Automatic,Other,Dealer,104.0,6.0,Euro 6,3.0,Standart,Low,luxury
Hyundai i30,Hyundai,DE,21990,Sedan,Demonstration,5.0,3000.0,Manual,Benzin,Dealer,118.0,6.0,Euro 6,0.0,Upgrated,Low,standard
Hyundai TUCSON,Hyundai,DE,27950,Sedan,Used,5.0,52000.0,Automatic,Diesel,Dealer,100.0,6.0,Euro 6,2.0,Standart,Low,standard
Hyundai i30,Hyundai,DE,23680,Sedan,Employee's car,5.0,6691.0,Manual,Benzin,Dealer,118.0,6.0,Euro 6,1.0,Standart,Low,standard
Hyundai IONIQ,Hyundai,DE,26490,Sedan,Pre-registered,5.0,12.0,Automatic,Benzin,Dealer,77.0,6.0,Euro 6,0.0,Upgrated,Low,standard
Hyundai i30,Hyundai,DE,21991,Sedan,Used,5.0,16602.0,Manual,Benzin,Dealer,117.0,6.0,Euro 6,0.0,Standart,Low,standard
Hyundai i20,Hyundai,ES,10890,Sedan,Used,5.0,105941.0,Manual,Benzin,Dealer,74.0,5.0,Euro 6,3.0,Standart,Low,standard
Hyundai i30,Hyundai,DE,13890,Sedan,Used,5.0,47000.0,Manual,Diesel,Dealer,81.0,6.0,Euro 6,5.0,Standart,Low,standard
Hyundai i20,Hyundai,DE,15990,Sedan,Used,5.0,48500.0,Manual,Benzin,Dealer,74.0,5.0,Euro 6,4.0,Standart,Low,standard
Hyundai i20,Hyundai,DE,29900,Sedan,Used,5.0,4839.0,Manual,Benzin,Dealer,150.0,6.0,Euro 6,0.0,Upgrated,Low,standard
Hyundai i20,Hyundai,DE,21980,Sedan,Employee's car,5.0,19981.0,Automatic,Benzin,Dealer,88.0,6.0,Euro 6,1.0,Upgrated,Low,standard
Hyundai i20,Hyundai,ES,15962,Sedan,Pre-registered,5.0,100.0,Manual,Benzin,Dealer,62.0,7.0,Euro 6,0.0,Standart,Low,standard
Hyundai SANTA FE,Hyundai,ES,10900,Sedan,Used,5.0,200000.0,Manual,Diesel,Dealer,114.0,5.0,Other,15.0,Standart,Medium,standard
Hyundai i30,Hyundai,DE,23991,Sedan,Used,5.0,17842.0,Manual,Benzin,Dealer,117.0,6.0,Euro 6,0.0,Upgrated,Low,standard
Hyundai IONIQ,Hyundai,DE,34450,Sedan,Demonstration,5.0,4000.0,Automatic,Benzin,Dealer,104.0,6.0,Euro 6,0.0,Upgrated,Low,luxury
Hyundai i30,Hyundai,DE,24990,Sedan,Demonstration,5.0,150.0,Manual,Benzin,Dealer,88.0,6.0,Euro 6,0.0,Upgrated,Low,standard
Hyundai i30,Hyundai,DE,9950,Sedan,Used,5.0,50000.0,Manual,Benzin,Dealer,73.0,6.0,Other,8.0,Standart,Low,standard
Hyundai i30,Hyundai,ES,13900,Sedan,Used,5.0,12400.0,Manual,Benzin,Dealer,88.0,6.0,Euro 6,3.0,Standart,Low,standard
Hyundai i20,Hyundai,DE,16380,Sedan,Demonstration,5.0,4600.0,Manual,Benzin,Dealer,74.0,5.0,Euro 6,1.0,Standart,Low,standard
Hyundai IONIQ,Hyundai,DE,24750,Sedan,Used,5.0,7803.0,Automatic,Benzin,Dealer,77.0,6.0,Euro 6,2.0,Upgrated,Low,luxury
Hyundai i30,Hyundai,DE,24990,Sedan,Pre-registered,5.0,12.0,Manual,Benzin,Dealer,88.0,6.0,Euro 6,0.0,Standart,Low,luxury
Hyundai i30,Hyundai,DE,19990,Sedan,Used,5.0,49150.0,Manual,Benzin,Dealer,103.0,6.0,Euro 6,3.0,Standart,Low,standard
Hyundai IONIQ,Hyundai,DE,23999,Sedan,Used,5.0,11387.0,Automatic,Benzin,Dealer,104.0,6.0,Euro 6,2.0,Upgrated,Low,luxury
Hyundai i30,Hyundai,DE,25590,Sedan,Demonstration,5.0,150.0,Manual,Benzin,Dealer,88.0,6.0,Euro 6,0.0,Upgrated,Low,luxury
Hyundai i30,Hyundai,DE,20950,Sedan,Used,5.0,53700.0,Manual,Benzin,Dealer,103.0,6.0,Euro 6,3.0,Standart,Low,standard
Hyundai i30,Hyundai,DE,23991,Sedan,Used,5.0,18140.0,Manual,Benzin,Dealer,118.0,6.0,Euro 6,0.0,Standart,Low,luxury
Hyundai i30,Hyundai,DE,24891,Sedan,Used,5.0,21326.0,Manual,Benzin,Dealer,118.0,6.0,Euro 6,0.0,Upgrated,Low,luxury
Hyundai i30,Hyundai,DE,15700,Sedan,Used,5.0,55851.0,Manual,Benzin,Dealer,103.0,6.0,Euro 6,4.0,Standart,Low,standard
Hyundai IONIQ,Hyundai,ES,18490,Sedan,Used,5.0,81945.0,Automatic,Other,Dealer,104.0,6.0,Euro 6,3.0,Standart,Low,standard
