make_model,make,location,price,body_type,type,doors,mileage,gearbox,fuel_type,seller,power,gears,emission_class,age,entertainment_media_count,engine_size_cat,comfort_convenience_cat
Opel Crossland,Opel,DE,18990,Off-Road/Pick-up,Employee's car,5.0,18042.0,Manual,Benzin,Dealer,81.0,6.0,Euro 6,1.0,Standart,Low,standard
Opel Crossland X,Opel,DE,18490,Off-Road/Pick-up,Employee's car,5.0,44990.0,Automatic,Benzin,Dealer,96.0,6.0,Euro 6,1.0,Standart,Low,standard
Opel Crossland X,Opel,DE,26990,Off-Road/Pick-up,Pre-registered,5.0,10.0,Manual,Benzin,Dealer,96.0,6.0,Euro 6,0.0,Standart,Low,standard
Opel Mokka,Opel,DE,19290,Off-Road/Pick-up,Pre-registered,5.0,15.0,Manual,Benzin,Dealer,74.0,6.0,Euro 6,0.0,Standart,Low,standard
Opel Grandland X,Opel,DE,32990,Off-Road/Pick-up,Demonstration,5.0,19900.0,Automatic,Diesel,Dealer,96.0,8.0,Euro 6,0.0,Standart,Low,luxury
Opel Crossland X,Opel,DE,18450,Off-Road/Pick-up,Used,5.0,49995.0,Automatic,Benzin,Dealer,81.0,6.0,Euro 6,4.0,Standart,Low,luxury
Opel Mokka,Opel,DE,23490,Off-Road/Pick-up,Used,5.0,11336.0,Manual,Benzin,Dealer,96.0,6.0,Euro 6,1.0,Upgrated,Low,luxury
Opel Crossland,Opel,DE,31900,Off-Road/Pick-up,Pre-registered,5.0,1405.0,Automatic,Benzin,Dealer,96.0,6.0,Euro 6,0.0,Upgrated,Low,standard
Opel Crossland X,Opel,DE,14950,Off-Road/Pick-up,Used,5.0,47061.0,Manual,Diesel,Dealer,75.0,6.0,Euro 6,3.0,Standart,Low,luxury
Opel Mokka X,Opel,DE,19989,Off-Road/Pick-up,Used,5.0,12950.0,Automatic,Benzin,Dealer,103.0,6.0,Euro 6,3.0,Standart,Low,luxury
Opel Mokka,Opel,DE,19990,Off-Road/Pick-up,Pre-registered,5.0,15.0,Manual,Benzin,Dealer,74.0,6.0,Euro 6,0.0,Standart,Low,standard
Opel Grandland,Opel,DE,22890,Off-Road/Pick-up,Used,5.0,48664.0,Automatic,Benzin,Dealer,96.0,8.0,Euro 6,3.0,Upgrated,Low,luxury
Opel Crossland,Opel,DE,24990,Off-Road/Pick-up,Used,5.0,1000.0,Manual,Benzin,Dealer,96.0,6.0,Euro 6,1.0,Standart,Low,standard
Opel Mokka,Opel,DE,31940,Off-Road/Pick-up,Demonstration,5.0,340.0,Automatic,Benzin,Dealer,96.0,8.0,Euro 6,0.0,Upgrated,Low,standard
Opel Crossland X,Opel,DE,17820,Off-Road/Pick-up,Used,5.0,25600.0,Manual,Benzin,Dealer,96.0,6.0,Euro 6,3.0,Upgrated,Low,standard
Opel Grandland X,Opel,DE,24990,Off-Road/Pick-up,Used,5.0,7383.0,Manual,Benzin,Dealer,96.0,6.0,Euro 6,2.0,Standart,Low,luxury
Opel Grandland X,Opel,DE,28490,Off-Road/Pick-up,Used,5.0,11000.0,Manual,Benzin,Dealer,96.0,6.0,Euro 6,1.0,Standart,Low,standard
Opel Mokka,Opel,DE,28490,Off-Road/Pick-up,Demonstration,5.0,3000.0,Automatic,Benzin,Dealer,96.0,8.0,Euro 6,0.0,Standart,Low,standard
Opel Crossland,Opel,DE,20490,Off-Road/Pick-up,Pre-registered,5.0,10.0,Manual,Benzin,Dealer,81.0,6.0,Euro 6,1.0,Standart,Low,standard
Opel Crossland X,Opel,DE,18950,Off-Road/Pick-up,Used,5.0,23000.0,Manual,Benzin,Dealer,81.0,6.0,Euro 6,4.0,Standart,Low,standard
Opel Crossland X,Opel,DE,24790,Off-Road/Pick-up,Used,5.0,7500.0,Automatic,Benzin,Dealer,96.0,6.0,Euro 6,1.0,Standart,Low,standard
Opel Grandland X,Opel,DE,22300,Off-Road/Pick-up,Used,5.0,33900.0,Automatic,Benzin,Dealer,96.0,6.0,Euro 6,3.0,Standart,Low,luxury
Opel Crossland,Opel,DE,31900,Off-Road/Pick-up,Pre-registered,5.0,1500.0,Automatic,Benzin,Dealer,96.0,6.0,Euro 6,0.0,Upgrated,Low,standard
Opel Crossland X,Opel,DE,14750,Off-Road/Pick-up,Used,5.0,64374.0,Manual,Benzin,Dealer,96.0,6.0,Euro 6,5.0,Standart,Low,standard
Opel Crossland X,Opel,DE,22690,Off-Road/Pick-up,Employee's car,5.0,15982.0,Automatic,Benzin,Dealer,96.0,6.0,Euro 6,1.0,Upgrated,Low,luxury
Opel Grandland X,Opel,DE,16979,Off-Road/Pick-up,Used,5.0,60720.0,Manual,Benzin,Dealer,96.0,6.0,Euro 6,5.0,Upgrated,Low,luxury
Opel Mokka,Opel,DE,15250,Off-Road/Pick-up,Used,5.0,68900.0,Automatic,Benzin,Dealer,103.0,6.0,Other,7.0,Standart,Low,standard
Opel Crossland X,Opel,DE,25990,Off-Road/Pick-up,Employee's car,5.0,4990.0,Manual,Benzin,Dealer,96.0,6.0,Euro 6,0.0,Standart,Low,luxury
Opel Crossland X,Opel,DE,19979,Off-Road/Pick-up,Employee's car,5.0,100.0,Manual,Benzin,Dealer,81.0,6.0,Euro 6,0.0,Upgrated,Low,standard
Opel Crossland X,Opel,DE,19995,Off-Road/Pick-up,Employee's car,5.0,7150.0,Manual,Benzin,Dealer,96.0,6.0,Euro 6,0.0,Standart,Low,luxury
Opel Mokka X,Opel,DE,17479,Off-Road/Pick-up,Used,5.0,49500.0,Manual,Benzin,Dealer,103.0,6.0,Euro 6,3.0,Upgrated,Low,luxury
Opel Mokka X,Opel,DE,18990,Off-Road/Pick-up,Used,5.0,32657.0,Manual,Benzin,Dealer,100.0,6.0,Euro 6,3.0,Upgrated,Low,luxury
Opel Grandland,Opel,DE,36490,Off-Road/Pick-up,Demonstration,5.0,10.0,Automatic,Diesel,Dealer,96.0,8.0,Euro 6,0.0,Standart,Low,luxury
Opel Insignia,Opel,DE,24790,Station wagon,Used,5.0,67000.0,Automatic,Benzin,Dealer,239.0,6.0,Euro 6,6.0,Standart,High,luxury
Opel Vectra,Opel,DE,850,Station wagon,Used,5.0,177000.0,Automatic,Diesel,Dealer,92.0,6.0,Other,18.0,Standart,Medium,standard
Opel Insignia,Opel,BE,7950,Station wagon,Used,5.0,120000.0,Manual,Diesel,Dealer,96.0,6.0,Other,11.0,Standart,Medium,standard
Opel Insignia,Opel,DE,22950,Station wagon,Used,5.0,112877.0,Automatic,Diesel,Dealer,154.0,8.0,Euro 6,4.0,Upgrated,Medium,luxury
Opel Insignia,Opel,DE,19990,Station wagon,Used,5.0,92000.0,Automatic,Diesel,Dealer,154.0,8.0,Euro 6,4.0,Standart,Medium,luxury
Opel Astra,Opel,ES,10100,Station wagon,Used,5.0,123600.0,Automatic,Diesel,Dealer,100.0,6.0,Euro 6,4.0,Standart,Low,standard
Opel Insignia,Opel,DE,13900,Station wagon,Used,5.0,137600.0,Manual,Diesel,Dealer,125.0,6.0,Euro 6,5.0,Standart,Medium,standard
Opel Insignia,Opel,DE,25990,Station wagon,Used,5.0,71591.0,Automatic,Benzin,Dealer,239.0,6.0,Other,7.0,Standart,High,luxury
Opel Astra,Opel,BE,15900,Station wagon,Used,5.0,91255.0,Manual,Benzin,Dealer,92.0,6.0,Euro 6,4.0,Standart,Low,standard
Opel Insignia,Opel,DE,13890,Station wagon,Used,5.0,85224.0,Automatic,Diesel,Dealer,100.0,6.0,Euro 6,6.0,Standart,Low,luxury
Opel Insignia,Opel,DE,32990,Station wagon,Used,5.0,94000.0,Automatic,Benzin,Dealer,191.0,8.0,Euro 6,4.0,Upgrated,Medium,luxury
Opel Insignia,Opel,BE,16500,Station wagon,Used,5.0,131332.0,Automatic,Diesel,Dealer,99.0,6.0,Euro 6,4.0,Standart,Low,luxury
Opel Astra,Opel,DE,25990,Station wagon,Used,5.0,50238.0,Automatic,Benzin,Dealer,147.0,6.0,Euro 6,4.0,Standart,Low,luxury
Opel Insignia,Opel,ES,19200,Station wagon,Used,5.0,39460.0,Manual,Diesel,Dealer,100.0,6.0,Euro 6,1.0,Standart,Medium,standard
Opel Insignia,Opel,DE,24950,Station wagon,Used,5.0,81400.0,Automatic,Diesel,Dealer,154.0,8.0,Euro 6,3.0,Upgrated,Medium,luxury
Opel Vivaro,Opel,DE,29880,Station wagon,Used,5.0,31903.0,Manual,Diesel,Dealer,107.0,6.0,Euro 6,6.0,Standart,Low,standard
Opel Insignia,Opel,BE,23500,Station wagon,Used,5.0,50489.0,Automatic,Benzin,Dealer,121.0,6.0,Euro 6,5.0,Standart,Low,luxury
Opel Astra,Opel,DE,15990,Station wagon,Used,5.0,112300.0,Manual,Diesel,Dealer,110.0,6.0,Euro 6,3.0,Standart,Low,luxury
Opel Insignia,Opel,DE,33950,Station wagon,Used,5.0,23239.0,Automatic,Benzin,Dealer,191.0,8.0,Euro 6,4.0,Upgrated,Medium,luxury
Opel Insignia,Opel,DE,32800,Station wagon,Used,5.0,39044.0,Automatic,Benzin,Dealer,191.0,8.0,Euro 6,5.0,Upgrated,Medium,luxury
Opel Astra,Opel,BE,11490,Station wagon,Used,5.0,110571.0,Manual,Diesel,Dealer,81.0,6.0,Euro 6,5.0,Standart,Low,standard
Opel Zafira Tourer,Opel,DE,13950,Station wagon,Used,5.0,101040.0,Manual,Diesel,Dealer,121.0,6.0,Euro 6,8.0,Standart,Medium,luxury
Opel Astra,Opel,DE,19650,Station wagon,Demonstration,5.0,46500.0,Automatic,Diesel,Dealer,90.0,6.0,Euro 6,3.0,Upgrated,Low,luxury
Opel Astra,Opel,DE,12490,Station wagon,Used,5.0,113103.0,Manual,Diesel,Dealer,100.0,6.0,Euro 6,4.0,Upgrated,Low,standard
Opel Insignia,Opel,DE,16960,Station wagon,Used,5.0,81000.0,Manual,Diesel,Dealer,125.0,6.0,Euro 6,5.0,Standart,Medium,luxury
Opel Insignia,Opel,ES,18700,Station wagon,Used,5.0,57462.0,Manual,Diesel,Dealer,100.0,6.0,Euro 6,1.0,Standart,Medium,standard
Opel Insignia,Opel,DE,19900,Station wagon,Used,5.0,89958.0,Automatic,Diesel,Dealer,125.0,8.0,Euro 6,3.0,Standart,Medium,luxury
Opel Insignia,Opel,DE,12990,Station wagon,Used,5.0,136500.0,Manual,Benzin,Dealer,125.0,6.0,Euro 6,6.0,Standart,Low,luxury
Opel Astra,Opel,DE,9980,Station wagon,Used,5.0,128598.0,Manual,Benzin,Dealer,132.0,6.0,Other,9.0,Standart,Low,standard
Opel Insignia,Opel,DE,19940,Station wagon,Used,5.0,72764.0,Manual,Diesel,Dealer,125.0,6.0,Euro 6,4.0,Standart,Medium,luxury
Opel Astra,Opel,ES,17100,Station wagon,Used,5.0,29600.0,Manual,Benzin,Dealer,107.0,6.0,Euro 6,1.0,Standart,Low,standard
Opel Astra,Opel,ES,11500,Station wagon,Used,5.0,111884.0,Manual,Diesel,Dealer,81.0,6.0,Euro 6,5.0,Standart,Low,standard
Opel Insignia,Opel,DE,15999,Station wagon,Used,5.0,97900.0,Manual,Diesel,Dealer,100.0,6.0,Euro 6,4.0,Standart,Low,luxury
Opel Insignia,Opel,DE,21489,Station wagon,Used,5.0,109600.0,Automatic,Diesel,Dealer,125.0,8.0,Euro 6,3.0,Upgrated,Medium,luxury
Opel Vivaro,Opel,DE,27870,Station wagon,Used,5.0,70994.0,Manual,Diesel,Dealer,92.0,6.0,Euro 6,6.0,Standart,Low,standard
Opel Insignia,Opel,DE,18900,Station wagon,Used,5.0,83068.0,Manual,Benzin,Dealer,184.0,6.0,Euro 6,7.0,Standart,Medium,luxury
Opel Insignia,Opel,BE,19250,Station wagon,Used,5.0,69384.0,Automatic,Diesel,Dealer,125.0,6.0,Euro 6,5.0,Standart,Medium,luxury
Opel Insignia,Opel,DE,28990,Station wagon,Used,5.0,43700.0,Automatic,Diesel,Dealer,154.0,8.0,Euro 6,3.0,Upgrated,Medium,luxury
Opel Insignia,Opel,DE,18900,Station wagon,Used,5.0,106321.0,Automatic,Benzin,Dealer,125.0,6.0,Other,8.0,Standart,Low,luxury
Opel Insignia,Opel,DE,25989,Station wagon,Used,5.0,82450.0,Automatic,Diesel,Dealer,154.0,8.0,Euro 6,3.0,Upgrated,Medium,luxury
Opel Astra,Opel,DE,11390,Station wagon,Used,5.0,90000.0,Manual,Diesel,Dealer,81.0,6.0,Euro 6,6.0,Standart,Low,standard
Opel Insignia,Opel,DE,13970,Station wagon,Used,5.0,176370.0,Automatic,Diesel,Dealer,125.0,6.0,Euro 6,7.0,Standart,Medium,standard
Opel Insignia,Opel,DE,14969,Station wagon,Used,5.0,70507.0,Manual,Diesel,Dealer,125.0,6.0,Euro 6,6.0,Standart,Medium,luxury
Opel Insignia,Opel,DE,21890,Station wagon,Used,5.0,76052.0,Manual,Benzin,Dealer,239.0,6.0,Euro 6,5.0,Upgrated,High,luxury
Opel Insignia,Opel,DE,24980,Station wagon,Used,5.0,28650.0,Automatic,Diesel,Dealer,125.0,8.0,Euro 6,3.0,Upgrated,Medium,luxury
Opel Insignia,Opel,DE,19900,Station wagon,Used,5.0,55102.0,Manual,Diesel,Dealer,125.0,6.0,Euro 6,5.0,Upgrated,Medium,luxury
Opel Insignia,Opel,DE,21779,Station wagon,Used,5.0,79877.0,Manual,Benzin,Dealer,239.0,6.0,Other,7.0,Standart,High,luxury
Opel Insignia,Opel,DE,28490,Station wagon,Used,5.0,84751.0,Automatic,Diesel,Dealer,154.0,8.0,Euro 6,4.0,Upgrated,Medium,luxury
Opel Insignia,Opel,DE,21850,Station wagon,Used,5.0,99440.0,Automatic,Diesel,Dealer,154.0,8.0,Euro 6,4.0,Standart,Medium,luxury
Opel Insignia,Opel,DE,22990,Station wagon,Used,5.0,95790.0,Automatic,Diesel,Dealer,154.0,8.0,Euro 6,5.0,Standart,Medium,luxury
Opel Insignia,Opel,DE,23389,Station wagon,Used,5.0,40752.0,Automatic,Diesel,Dealer,90.0,8.0,Euro 6,1.0,Upgrated,Low,luxury
Opel Insignia,Opel,ES,12290,Station wagon,Used,5.0,145273.0,Automatic,Diesel,Dealer,125.0,6.0,Euro 6,5.0,Standart,Medium,standard
Opel Astra,Opel,DE,14480,Station wagon,Used,5.0,87593.0,Automatic,Diesel,Dealer,100.0,6.0,Euro 6,5.0,Standart,Low,standard
Opel Insignia,Opel,DE,15990,Station wagon,Used,5.0,100848.0,Manual,Benzin,Dealer,121.0,6.0,Euro 6,4.0,Upgrated,Low,luxury
Opel Insignia,Opel,DE,24680,Station wagon,Used,5.0,67287.0,Automatic,Benzin,Dealer,191.0,8.0,Euro 6,4.0,Upgrated,Medium,luxury
Opel Astra,Opel,DE,12890,Station wagon,Used,5.0,68000.0,Manual,Diesel,Dealer,70.0,6.0,Euro 6,5.0,Standart,Low,standard
Opel Insignia,Opel,DE,56990,Station wagon,Demonstration,5.0,2500.0,Automatic,Benzin,Dealer,169.0,9.0,Euro 6,0.0,Upgrated,Medium,luxury
Opel Astra,Opel,ES,16000,Station wagon,Used,5.0,37262.0,Manual,Benzin,Dealer,107.0,6.0,Euro 6,2.0,Standart,Low,standard
Opel Zafira Life,Opel,DE,49950,Station wagon,Used,5.0,47000.0,Automatic,Diesel,Dealer,130.0,8.0,Euro 6,2.0,Standart,Medium,luxury
Opel Insignia,Opel,DE,14900,Station wagon,Used,5.0,89986.0,Manual,Diesel,Dealer,103.0,6.0,Other,7.0,Standart,Medium,luxury
Opel Insignia,Opel,DE,19449,Station wagon,Used,5.0,86000.0,Automatic,Diesel,Dealer,125.0,8.0,Euro 6,3.0,Standart,Medium,standard
Opel Insignia,Opel,DE,23980,Station wagon,Used,5.0,32200.0,Manual,Diesel,Dealer,125.0,6.0,Euro 6,2.0,Upgrated,Medium,luxury
Opel Astra,Opel,DE,13290,Station wagon,Used,5.0,118120.0,Manual,Diesel,Dealer,77.0,6.0,Euro 6,2.0,Standart,Low,standard
Opel Insignia,Opel,DE,57990,Station wagon,Demonstration,5.0,5990.0,Automatic,Benzin,Dealer,169.0,9.0,Euro 6,0.0,Upgrated,Medium,luxury
Opel Insignia,Opel,DE,55990,Station wagon,Demonstration,5.0,9500.0,Automatic,Benzin,Dealer,169.0,9.0,Euro 6,0.0,Upgrated,Medium,luxury
Opel Insignia,Opel,DE,22980,Station wagon,Used,5.0,53809.0,Automatic,Diesel,Dealer,125.0,8.0,Euro 6,4.0,Upgrated,Medium,luxury
Opel Insignia,Opel,DE,23990,Station wagon,Used,5.0,53800.0,Manual,Benzin,Dealer,239.0,6.0,Euro 6,6.0,Standart,High,luxury
Opel Insignia,Opel,DE,24950,Station wagon,Used,5.0,69954.0,Manual,Diesel,Dealer,125.0,6.0,Euro 6,5.0,Upgrated,Medium,luxury
Opel Insignia,Opel,DE,58990,Station wagon,Demonstration,5.0,5990.0,Automatic,Benzin,Dealer,169.0,9.0,Euro 6,0.0,Upgrated,Medium,luxury
Opel Insignia,Opel,DE,23450,Station wagon,Used,5.0,63244.0,Automatic,Benzin,Dealer,191.0,8.0,Euro 6,4.0,Upgrated,Medium,luxury
Opel Combo Life,Opel,DE,32640,Station wagon,Demonstration,5.0,3000.0,Automatic,Benzin,Dealer,96.0,8.0,Euro 6,0.0,Standart,Low,standard
Opel Insignia,Opel,DE,24490,Station wagon,Used,5.0,52113.0,Automatic,Diesel,Dealer,125.0,8.0,Euro 6,3.0,Upgrated,Medium,luxury
Opel Astra,Opel,DE,16900,Station wagon,Used,5.0,71459.0,Manual,Benzin,Dealer,110.0,6.0,Euro 6,4.0,Standart,Low,luxury
Opel Insignia,Opel,DE,32850,Station wagon,Used,5.0,82943.0,Automatic,Diesel,Dealer,154.0,8.0,Euro 6,4.0,Standart,Medium,luxury
Opel Vivaro,Opel,DE,47500,Station wagon,Used,5.0,18877.0,Manual,Diesel,Dealer,88.0,6.0,Euro 6,4.0,Standart,Low,standard
Opel Astra,Opel,ES,9390,Station wagon,Used,5.0,168201.0,Manual,Diesel,Dealer,81.0,6.0,Euro 6,4.0,Standart,Low,standard
Opel Insignia,Opel,DE,24740,Station wagon,Used,5.0,73400.0,Automatic,Diesel,Dealer,154.0,8.0,Euro 6,4.0,Upgrated,Medium,luxury
Opel Combo,Opel,ES,20700,Station wagon,Used,5.0,57829.0,Manual,Benzin,Dealer,81.0,6.0,Euro 6,3.0,Standart,Low,standard
Opel Insignia,Opel,DE,17390,Station wagon,Used,5.0,66200.0,Manual,Benzin,Dealer,121.0,6.0,Euro 6,5.0,Upgrated,Low,standard
Opel Insignia,Opel,DE,20900,Station wagon,Used,5.0,89989.0,Automatic,Diesel,Dealer,125.0,6.0,Euro 6,4.0,Upgrated,Medium,standard
Opel Insignia,Opel,DE,20750,Station wagon,Used,5.0,136799.0,Automatic,Diesel,Dealer,125.0,8.0,Euro 6,5.0,Standart,Medium,luxury
Opel Insignia,Opel,DE,17900,Station wagon,Used,5.0,89784.0,Automatic,Diesel,Dealer,125.0,6.0,Euro 6,5.0,Standart,Medium,standard
Opel Insignia,Opel,DE,58990,Station wagon,Demonstration,5.0,9846.0,Automatic,Benzin,Dealer,169.0,9.0,Euro 6,0.0,Upgrated,Medium,luxury
Opel Insignia,Opel,DE,19900,Station wagon,Used,5.0,71930.0,Manual,Diesel,Dealer,125.0,6.0,Euro 6,3.0,Standart,Medium,standard
Opel Insignia,Opel,DE,15490,Station wagon,Used,5.0,96000.0,Automatic,Diesel,Dealer,100.0,6.0,Euro 6,6.0,Standart,Low,luxury
Opel Insignia,Opel,DE,22990,Station wagon,Used,5.0,77110.0,Automatic,Diesel,Dealer,125.0,6.0,Euro 6,3.0,Upgrated,Medium,luxury
Opel Astra,Opel,DE,15449,Station wagon,Used,5.0,75284.0,Automatic,Diesel,Dealer,100.0,6.0,Euro 6,4.0,Standart,Low,standard
Opel Insignia,Opel,DE,31750,Station wagon,Demonstration,5.0,29900.0,Automatic,Diesel,Dealer,125.0,6.0,Euro 6,3.0,Upgrated,Medium,luxury
Opel Insignia,Opel,DE,19970,Station wagon,Used,5.0,59635.0,Manual,Diesel,Dealer,125.0,6.0,Euro 6,3.0,Upgrated,Medium,standard
Opel Astra,Opel,DE,11690,Station wagon,Used,5.0,110000.0,Manual,Diesel,Dealer,100.0,6.0,Euro 6,5.0,Standart,Low,standard
Opel Insignia,Opel,DE,30820,Station wagon,Used,5.0,31991.0,Automatic,Benzin,Dealer,147.0,6.0,Euro 6,4.0,Upgrated,Low,luxury
Opel Insignia,Opel,DE,23450,Station wagon,Used,5.0,62713.0,Automatic,Diesel,Dealer,125.0,6.0,Euro 6,4.0,Standart,Medium,luxury
Opel Insignia,Opel,DE,34990,Station wagon,Used,5.0,4500.0,Manual,Diesel,Dealer,128.0,6.0,Euro 6,2.0,Standart,Medium,luxury
Opel Insignia,Opel,DE,24900,Station wagon,Used,5.0,59405.0,Automatic,Diesel,Dealer,125.0,8.0,Euro 6,3.0,Upgrated,Medium,luxury
Opel Insignia,Opel,DE,16350,Station wagon,Used,5.0,57500.0,Automatic,Diesel,Dealer,125.0,6.0,Euro 6,6.0,Standart,Medium,luxury
Opel Insignia,Opel,DE,28740,Station wagon,Used,5.0,71718.0,Automatic,Benzin,Dealer,191.0,8.0,Euro 6,5.0,Upgrated,Medium,luxury
Opel Astra,Opel,DE,24190,Station wagon,Employee's car,5.0,2000.0,Manual,Benzin,Dealer,107.0,6.0,Euro 6,0.0,Upgrated,Low,luxury
Opel Insignia,Opel,DE,17989,Station wagon,Used,5.0,64000.0,Manual,Benzin,Dealer,121.0,6.0,Euro 6,5.0,Standart,Low,standard
Opel Insignia,Opel,DE,14970,Station wagon,Used,5.0,154488.0,Automatic,Diesel,Dealer,143.0,6.0,Other,8.0,Standart,Medium,luxury
Opel Astra,Opel,ES,12500,Station wagon,Used,5.0,92000.0,Automatic,Benzin,Dealer,110.0,6.0,Euro 6,4.0,Standart,Low,standard
Opel Mokka,Opel,DE,11460,Station wagon,Used,5.0,75229.0,Manual,Benzin,Dealer,103.0,6.0,Euro 6,9.0,Standart,Low,standard
Opel Insignia,Opel,DE,24870,Station wagon,Demonstration,5.0,27679.0,Manual,Diesel,Dealer,125.0,6.0,Euro 6,2.0,Standart,Medium,standard
Opel Vivaro,Opel,DE,23980,Station wagon,Used,5.0,61200.0,Manual,Diesel,Dealer,110.0,6.0,Euro 6,2.0,Upgrated,Medium,standard
Opel Insignia,Opel,DE,34990,Station wagon,Used,5.0,58950.0,Automatic,Diesel,Dealer,154.0,8.0,Euro 6,3.0,Upgrated,Medium,luxury
Opel Insignia,Opel,DE,24990,Station wagon,Used,5.0,39135.0,Automatic,Diesel,Dealer,125.0,8.0,Euro 6,3.0,Standart,Medium,luxury
Opel Astra,Opel,DE,20900,Station wagon,Used,5.0,56097.0,Manual,Benzin,Dealer,147.0,6.0,Euro 6,4.0,Standart,Low,standard
Opel Insignia,Opel,DE,20980,Station wagon,Used,5.0,60436.0,Automatic,Diesel,Dealer,125.0,8.0,Euro 6,3.0,Upgrated,Medium,luxury
Opel Insignia,Opel,DE,27900,Station wagon,Used,5.0,60757.0,Automatic,Benzin,Dealer,147.0,6.0,Euro 6,3.0,Upgrated,Low,luxury
Opel Astra,Opel,DE,17300,Station wagon,Used,5.0,77800.0,Manual,Diesel,Dealer,100.0,6.0,Euro 6,4.0,Upgrated,Low,luxury
Opel Insignia,Opel,DE,21990,Station wagon,Used,5.0,51849.0,Automatic,Diesel,Dealer,125.0,6.0,Euro 6,3.0,Upgrated,Medium,luxury
Opel Insignia,Opel,DE,34389,Station wagon,Used,5.0,54500.0,Automatic,Diesel,Dealer,154.0,8.0,Euro 6,2.0,Standart,Medium,luxury
Opel Insignia,Opel,DE,35950,Station wagon,Used,5.0,10889.0,Automatic,Benzin,Dealer,147.0,9.0,Euro 6,1.0,Upgrated,Medium,luxury
Opel Insignia,Opel,DE,28770,Station wagon,Used,5.0,44100.0,Automatic,Benzin,Dealer,191.0,8.0,Euro 6,4.0,Upgrated,Medium,luxury
Opel Insignia,Opel,DE,54489,Station wagon,Demonstration,5.0,9990.0,Automatic,Benzin,Dealer,169.0,9.0,Euro 6,0.0,Upgrated,Medium,luxury
Opel Zafira,Opel,BE,7450,Station wagon,Used,5.0,151000.0,Manual,Benzin,Dealer,85.0,5.0,Other,9.0,Standart,Low,standard
Opel Astra,Opel,DE,12990,Station wagon,Used,5.0,62734.0,Automatic,Diesel,Dealer,100.0,6.0,Euro 6,4.0,Upgrated,Low,standard
Opel Astra,Opel,ES,12490,Station wagon,Used,5.0,100807.0,Manual,Benzin,Dealer,110.0,6.0,Euro 6,4.0,Standart,Low,standard
Opel Insignia,Opel,DE,23990,Station wagon,Used,5.0,33531.0,Automatic,Diesel,Dealer,100.0,6.0,Euro 6,2.0,Upgrated,Low,luxury
Opel Insignia,Opel,DE,19950,Station wagon,Used,5.0,66000.0,Automatic,Diesel,Dealer,125.0,8.0,Euro 6,4.0,Upgrated,Medium,standard
Opel Insignia,Opel,DE,19900,Station wagon,Used,5.0,76028.0,Automatic,Diesel,Dealer,125.0,6.0,Euro 6,5.0,Upgrated,Medium,luxury
Opel Insignia,Opel,DE,22989,Station wagon,Used,5.0,61100.0,Automatic,Benzin,Dealer,191.0,8.0,Euro 6,4.0,Upgrated,Medium,luxury
Opel Astra,Opel,DE,21990,Station wagon,Used,5.0,23663.0,Automatic,Diesel,Dealer,90.0,9.0,Euro 6,1.0,Upgrated,Low,luxury
Opel Insignia,Opel,DE,39870,Station wagon,Used,5.0,5178.0,Automatic,Benzin,Dealer,169.0,9.0,Euro 6,2.0,Upgrated,Medium,luxury
Opel Insignia,Opel,DE,19765,Station wagon,Used,5.0,36900.0,Manual,Benzin,Dealer,121.0,6.0,Euro 6,5.0,Upgrated,Low,standard
Opel Insignia,Opel,DE,21880,Station wagon,Used,5.0,21719.0,Automatic,Diesel,Dealer,125.0,6.0,Euro 6,3.0,Standart,Medium,standard
Opel Astra,Opel,DE,25490,Station wagon,Employee's car,5.0,7000.0,Manual,Benzin,Dealer,107.0,6.0,Euro 6,0.0,Upgrated,Low,luxury
Opel Astra,Opel,DE,22845,Station wagon,Used,5.0,15000.0,Manual,Diesel,Dealer,90.0,6.0,Euro 6,2.0,Standart,Low,luxury
Opel Insignia,Opel,DE,34950,Station wagon,Demonstration,5.0,69062.0,Manual,Diesel,Dealer,125.0,6.0,Euro 6,5.0,Upgrated,Medium,luxury
Opel Insignia,Opel,DE,28990,Station wagon,Used,5.0,11700.0,Automatic,Diesel,Dealer,154.0,8.0,Euro 6,3.0,Standart,Medium,luxury
Opel Insignia,Opel,DE,24990,Station wagon,Used,5.0,4993.0,Manual,Diesel,Dealer,90.0,6.0,Euro 6,2.0,Upgrated,Low,luxury
Opel Insignia,Opel,DE,39590,Station wagon,Used,5.0,45633.0,Automatic,Benzin,Dealer,191.0,8.0,Euro 6,4.0,Upgrated,Medium,luxury
Opel Astra,Opel,DE,19989,Station wagon,Used,5.0,48200.0,Automatic,Diesel,Dealer,90.0,9.0,Euro 6,2.0,Upgrated,Low,luxury
Opel Astra,Opel,DE,24490,Station wagon,Employee's car,5.0,4991.0,Manual,Benzin,Dealer,107.0,6.0,Euro 6,0.0,Upgrated,Low,luxury
Opel Astra,Opel,DE,18479,Station wagon,Used,5.0,68990.0,Manual,Diesel,Dealer,118.0,6.0,Euro 6,3.0,Upgrated,Low,luxury
Opel Zafira Life,Opel,DE,42977,Station wagon,Used,5.0,31850.0,Automatic,Diesel,Dealer,130.0,8.0,Euro 6,2.0,Standart,Medium,standard
Opel Insignia,Opel,DE,25990,Station wagon,Used,5.0,47630.0,Automatic,Diesel,Dealer,125.0,8.0,Euro 6,3.0,Upgrated,Medium,luxury
